customers,utilization,variant,instance_seed,raw_cost,cost_2opt_only,cost_full_polish,seconds,feasible
20,0.85,nn,518,1322.7827,1273.5615,1021.8481,0.01,1
20,0.85,nn,519,973.3229,938.0712,827.7780,0.01,1
20,0.85,pso,500,994.6502,964.7311,879.9290,0.62,1
20,0.85,pso,501,1113.3899,1024.5797,794.3635,0.65,1
20,0.85,pso,502,1028.1283,967.7000,864.5936,0.64,1
20,0.85,pso,503,1020.8759,1020.8759,788.2580,0.60,1
20,0.85,pso,504,801.9419,762.7806,762.7806,0.62,1
20,0.85,pso,505,974.1680,949.9762,868.5471,0.58,1
20,0.85,pso,506,800.9953,781.6724,661.3045,0.63,1
20,0.85,pso,507,712.5456,712.5456,616.8932,0.66,1
20,0.85,pso,508,877.3245,818.2657,696.9440,0.62,1
20,0.85,pso,509,905.6509,887.5981,851.1729,0.65,1
20,0.85,pso,510,822.6225,757.6039,695.0991,0.68,1
20,0.85,pso,511,944.6651,909.5906,776.1827,0.64,1
20,0.85,pso,512,970.8198,970.8198,943.2640,0.66,1
20,0.85,pso,513,876.0643,852.5218,834.2330,0.63,1
20,0.85,pso,514,857.6633,839.3910,706.9365,0.67,1
20,0.85,pso,515,1274.8972,1274.8972,1255.6107,0.66,1
20,0.85,pso,516,1333.3180,1295.8280,1102.5085,0.66,1
20,0.85,pso,517,873.9693,822.3300,806.3096,0.65,1
20,0.85,pso,518,1053.4080,989.2532,967.5279,0.61,1
20,0.85,pso,519,771.0028,750.6048,750.6048,0.66,1
20,0.85,pso_warm,500,884.3025,884.3025,884.3025,2.50,1
20,0.85,pso_warm,501,836.6960,836.6960,806.5785,2.52,1
20,0.85,pso_warm,502,941.8199,939.6309,864.5936,2.52,1
20,0.85,pso_warm,503,983.9186,983.9186,889.5521,2.50,1
20,0.85,pso_warm,504,670.6724,670.6724,670.6724,2.48,1
20,0.85,pso_warm,505,826.4965,826.4965,796.5297,2.50,1
20,0.85,pso_warm,506,708.3149,708.3149,685.1950,2.51,1
20,0.85,pso_warm,507,646.2112,646.2112,616.8932,2.47,1
20,0.85,pso_warm,508,775.7267,775.7267,741.5680,2.47,1
20,0.85,pso_warm,509,818.9673,818.9673,818.9673,2.53,1
20,0.85,pso_warm,510,774.4361,727.4594,682.8188,2.30,1
20,0.85,pso_warm,511,757.7085,757.7085,674.3713,2.24,1
20,0.85,pso_warm,512,1000.0926,1000.0926,1000.0926,2.31,1
20,0.85,pso_warm,513,835.2099,835.2099,800.2458,2.32,1
20,0.85,pso_warm,514,737.4890,726.8491,726.8491,2.40,1
20,0.85,pso_warm,515,1078.0153,1073.1970,1073.1513,2.34,1
20,0.85,pso_warm,516,1229.8727,1212.5277,1145.0655,2.39,1
20,0.85,pso_warm,517,960.0684,949.4186,783.5439,2.44,1
20,0.85,pso_warm,518,1162.4020,1162.4020,1032.9413,2.39,1
20,0.85,pso_warm,519,747.1755,747.1755,747.1755,2.43,1
20,0.85,qpso,500,965.2270,940.5294,879.3249,2.86,1
20,0.85,qpso,501,855.2991,854.0904,841.9624,2.92,1
20,0.85,qpso,502,877.4832,877.4832,867.8405,2.91,1
20,0.85,qpso,503,777.8130,756.0970,756.0970,2.87,1
20,0.85,qpso,504,702.4791,696.2870,657.4067,2.89,1
20,0.85,qpso,505,963.3135,942.8439,837.0400,2.97,1
20,0.85,qpso,506,679.3469,679.3469,664.3881,2.93,1
20,0.85,qpso,507,602.5613,602.5613,602.5613,2.96,1
20,0.85,qpso,508,816.8726,813.4150,742.9644,2.98,1
20,0.85,qpso,509,803.7001,786.8095,769.0867,2.94,1
20,0.85,qpso,510,613.0648,610.8764,577.8098,2.98,1
20,0.85,qpso,511,688.1909,688.1909,682.3960,2.92,1
20,0.85,qpso,512,949.9762,936.4844,903.3922,2.97,1
20,0.85,qpso,513,867.5300,860.7867,843.7933,2.95,1
20,0.85,qpso,514,905.4175,905.4175,739.6860,2.98,1
20,0.85,qpso,515,1203.2125,1203.2125,1203.2125,2.91,1
20,0.85,qpso,516,1239.6028,1223.5189,1091.9643,3.01,1
20,0.85,qpso,517,753.6314,753.6314,738.4424,3.12,1
20,0.85,qpso,518,1121.0033,1109.0684,1026.1653,3.15,1
20,0.85,qpso,519,664.0747,664.0747,664.0747,3.11,1
20,0.85,qpso_b1.0_0.2,500,965.2270,940.5294,879.3249,0.63,1
20,0.85,qpso_b1.0_0.2,501,855.2991,854.0904,841.9624,0.65,1
20,0.85,qpso_b1.0_0.2,502,877.4832,877.4832,867.8405,0.67,1
20,0.85,qpso_b1.0_0.2,503,777.8130,756.0970,756.0970,0.70,1
20,0.85,qpso_b1.0_0.2,504,702.4791,696.2870,657.4067,0.67,1
20,0.85,qpso_b1.0_0.2,505,963.3135,942.8439,837.0400,0.65,1
20,0.85,qpso_b1.0_0.2,506,679.3469,679.3469,664.3881,0.73,1
20,0.85,qpso_b1.0_0.2,507,602.5613,602.5613,602.5613,0.72,1
20,0.85,qpso_b1.0_0.2,508,816.8726,813.4150,742.9644,0.73,1
20,0.85,qpso_b1.0_0.2,509,803.7001,786.8095,769.0867,0.72,1
20,0.85,qpso_b1.0_0.2,510,613.0648,610.8764,577.8098,1.92,1
20,0.85,qpso_b1.0_0.2,511,688.1909,688.1909,682.3960,1.66,1
20,0.85,qpso_b1.0_0.2,512,949.9762,936.4844,903.3922,1.76,1
20,0.85,qpso_b1.0_0.2,513,867.5300,860.7867,843.7933,1.95,1
20,0.85,qpso_b1.0_0.2,514,905.4175,905.4175,739.6860,1.69,1
20,0.85,qpso_b1.0_0.2,515,1203.2125,1203.2125,1203.2125,1.83,1
20,0.85,qpso_b1.0_0.2,516,1239.6028,1223.5189,1091.9643,1.89,1
20,0.85,qpso_b1.0_0.2,517,753.6314,753.6314,738.4424,2.12,1
20,0.85,qpso_b1.0_0.2,518,1121.0033,1109.0684,1026.1653,1.99,1
20,0.85,qpso_b1.0_0.2,519,664.0747,664.0747,664.0747,2.10,1
20,0.85,qpso_warm,500,884.3025,884.3025,884.3025,2.88,1
20,0.85,qpso_warm,501,796.4966,796.4966,796.4966,2.97,1
20,0.85,qpso_warm,502,962.7609,953.7338,864.5936,2.87,1
20,0.85,qpso_warm,503,907.2172,907.2172,756.0970,2.83,1
20,0.85,qpso_warm,504,670.6724,670.6724,670.6724,2.79,1
20,0.85,qpso_warm,505,826.4965,826.4965,796.5297,2.90,1
20,0.85,qpso_warm,506,669.3394,669.3394,623.4939,2.83,1
20,0.85,qpso_warm,507,641.8559,641.8559,591.1718,2.81,1
20,0.85,qpso_warm,508,775.7267,775.7267,741.5680,2.82,1
20,0.85,qpso_warm,509,818.9673,818.9673,818.9673,2.83,1
20,0.85,qpso_warm,510,636.4146,607.5326,563.2379,2.82,1
20,0.85,qpso_warm,511,743.5901,743.5901,674.3713,2.76,1
20,0.85,qpso_warm,512,1000.0926,1000.0926,1000.0926,2.78,1
20,0.85,qpso_warm,513,835.2099,833.8549,798.8908,2.72,1
20,0.85,qpso_warm,514,724.7739,724.7739,724.7739,2.81,1
20,0.85,qpso_warm,515,1073.1970,1073.1970,1073.1513,2.75,1
20,0.85,qpso_warm,516,1173.4483,1166.6576,1099.1954,2.80,1
20,0.85,qpso_warm,517,1024.8540,1024.8540,779.9395,2.79,1
20,0.85,qpso_warm,518,1149.1136,1149.1136,1032.9413,2.81,1
20,0.85,qpso_warm,519,744.2311,744.2311,708.8652,2.79,1
