customers,utilization,variant,instance_seed,raw_cost,cost_2opt_only,cost_full_polish,seconds,feasible
50,0.85,qpso,505,2170.8476,2151.0795,1919.2948,5.36,1
50,0.85,qpso,506,2432.5661,1999.6567,1640.4200,5.42,1
50,0.85,qpso,507,2468.4165,2349.4770,1522.2466,5.39,1
50,0.85,qpso,508,2152.8613,2064.8605,1704.3952,5.31,1
50,0.85,qpso,509,2956.4172,2647.0813,2115.3132,5.43,1
50,0.85,qpso,510,2222.6668,2085.7995,1455.3202,5.30,1
50,0.85,qpso,511,2171.6012,2143.7951,1740.4614,5.29,1
50,0.85,qpso,512,3325.5137,2659.3249,1915.7640,5.30,1
50,0.85,qpso,513,2413.6748,2267.7223,2017.5194,5.23,1
50,0.85,qpso,514,2017.9765,1886.8929,1656.2630,5.24,1
50,0.85,qpso,515,2404.5507,2303.2374,1942.7146,5.22,1
50,0.85,qpso,516,3519.1266,2665.3916,1715.7749,5.33,1
50,0.85,qpso,517,2280.3900,2107.6680,1888.1356,5.17,1
50,0.85,qpso,518,3083.0637,2527.1111,1959.7546,5.38,1
50,0.85,qpso,519,2003.5953,1866.6590,1612.6498,5.25,1
50,0.85,qpso_b1.0_0.2,500,2810.0768,2460.1240,2025.5774,6.05,1
50,0.85,qpso_b1.0_0.2,501,2858.1901,2614.1342,1950.5470,6.01,1
50,0.85,qpso_b1.0_0.2,502,2757.0746,2557.5349,1945.7922,6.02,1
50,0.85,qpso_b1.0_0.2,503,2837.7032,2385.4913,1802.9480,6.01,1
50,0.85,qpso_b1.0_0.2,504,2068.7780,1872.3493,1663.9774,5.99,1
50,0.85,qpso_b1.0_0.2,505,2170.8476,2151.0795,1919.2948,5.90,1
50,0.85,qpso_b1.0_0.2,506,2432.5661,1999.6567,1640.4200,5.99,1
50,0.85,qpso_b1.0_0.2,507,2468.4165,2349.4770,1522.2466,5.97,1
50,0.85,qpso_b1.0_0.2,508,2152.8613,2064.8605,1704.3952,5.80,1
50,0.85,qpso_b1.0_0.2,509,2956.4172,2647.0813,2115.3132,5.95,1
50,0.85,qpso_b1.0_0.2,510,2222.6668,2085.7995,1455.3202,5.36,1
50,0.85,qpso_b1.0_0.2,511,2171.6012,2143.7951,1740.4614,5.33,1
50,0.85,qpso_b1.0_0.2,512,3325.5137,2659.3249,1915.7640,5.38,1
50,0.85,qpso_b1.0_0.2,513,2413.6748,2267.7223,2017.5194,5.30,1
50,0.85,qpso_b1.0_0.2,514,2017.9765,1886.8929,1656.2630,5.25,1
50,0.85,qpso_b1.0_0.2,515,2404.5507,2303.2374,1942.7146,5.35,1
50,0.85,qpso_b1.0_0.2,516,3519.1266,2665.3916,1715.7749,5.36,1
50,0.85,qpso_b1.0_0.2,517,2280.3900,2107.6680,1888.1356,5.26,1
50,0.85,qpso_b1.0_0.2,518,3083.0637,2527.1111,1959.7546,5.57,1
50,0.85,qpso_b1.0_0.2,519,2003.5953,1866.6590,1612.6498,5.48,1
50,0.85,qpso_warm,500,2123.0633,2114.7386,2019.6704,5.12,1
50,0.85,qpso_warm,501,2158.3470,2158.3470,1858.4305,5.04,1
50,0.85,qpso_warm,502,1981.5379,1981.5379,1828.3494,5.00,1
50,0.85,qpso_warm,503,2047.6871,2042.6923,1869.2648,5.04,1
50,0.85,qpso_warm,504,1624.9843,1620.6938,1602.9450,4.94,1
50,0.85,qpso_warm,505,1827.7217,1805.2075,1775.8560,4.99,1
50,0.85,qpso_warm,506,1664.1328,1664.1328,1604.8769,4.96,1
50,0.85,qpso_warm,507,1799.3116,1798.5670,1637.0959,4.99,1
50,0.85,qpso_warm,508,1694.5857,1694.5857,1694.5857,5.03,1
50,0.85,qpso_warm,509,1995.7135,1979.0469,1814.4421,5.07,1
50,0.85,qpso_warm,510,1619.4185,1610.6093,1552.7206,5.11,1
50,0.85,qpso_warm,511,1769.5352,1744.4091,1546.8756,5.12,1
50,0.85,qpso_warm,512,2167.4814,2164.6800,2092.8413,5.07,1
50,0.85,qpso_warm,513,2225.4000,2225.4000,1995.1030,5.12,1
50,0.85,qpso_warm,514,1644.4852,1644.4852,1488.2780,5.11,1
50,0.85,qpso_warm,515,2007.6745,2007.6745,1796.3247,5.11,1
50,0.85,qpso_warm,516,2090.4226,2079.4636,1862.7148,5.12,1
50,0.85,qpso_warm,517,1818.8324,1776.4298,1691.8390,5.15,1
50,0.85,qpso_warm,518,1862.8344,1862.8344,1824.0853,5.22,1
50,0.85,qpso_warm,519,1839.5683,1834.1348,1664.3508,5.18,1
