problem,stops,variant,instance_seed,raw_cost,polished_cost,seconds,feasible
tsp,100,h_qpso,319,959.5326,959.5326,25.54,1
tsp,100,nn,300,1131.4157,1031.3398,0.21,1
tsp,100,nn,301,1256.7317,1011.6208,0.18,1
tsp,100,nn,302,1232.1459,1152.3367,0.18,1
tsp,100,nn,303,1303.3392,1153.5332,0.23,1
tsp,100,nn,304,1360.0103,1006.9228,0.27,1
tsp,100,nn,305,1316.6742,1148.4253,0.26,1
tsp,100,nn,306,1168.3041,1017.3568,0.22,1
tsp,100,nn,307,1380.5795,1229.0951,0.19,1
tsp,100,nn,308,1146.7352,997.7389,0.19,1
tsp,100,nn,309,1329.7085,1237.7739,0.21,1
tsp,100,nn,310,1157.4754,1051.4110,0.27,1
tsp,100,nn,311,1179.1043,1093.3261,0.24,1
tsp,100,nn,312,1333.0200,1196.7169,0.19,1
tsp,100,nn,313,1324.8967,1215.2902,0.19,1
tsp,100,nn,314,1233.2014,1113.7753,0.20,1
tsp,100,nn,315,1214.7423,1118.8175,0.19,1
tsp,100,nn,316,1234.6426,1076.3401,0.20,1
tsp,100,nn,317,1310.7491,1195.3948,0.21,1
tsp,100,nn,318,1458.8018,1131.9329,0.22,1
tsp,100,nn,319,1167.3346,1108.0528,0.21,1
tsp,100,pso,300,4827.1424,1237.4447,1.35,1
tsp,100,pso,301,4627.9842,1184.0238,1.34,1
tsp,100,pso,302,4521.1397,1419.5776,1.34,1
tsp,100,pso,303,4864.4857,1184.6902,1.36,1
tsp,100,pso,304,5242.4356,1091.6245,1.40,1
tsp,100,pso,305,5261.6409,1252.7531,1.25,1
tsp,100,pso,306,4428.0793,1296.9187,1.33,1
tsp,100,pso,307,4507.4036,1272.3669,1.34,1
tsp,100,pso,308,4045.9811,1156.8738,2.97,1
tsp,100,pso,309,5031.5936,1406.9703,3.03,1
tsp,100,pso,310,4640.5089,1092.3579,2.94,1
tsp,100,pso,311,5386.8157,1321.0041,3.15,1
tsp,100,pso,312,4312.1696,1286.1921,2.89,1
tsp,100,pso,313,5547.7702,1370.5737,2.77,1
tsp,100,pso,314,4731.3477,1285.4752,2.93,1
tsp,100,pso,315,5150.7397,1144.3604,3.22,1
tsp,100,pso,316,5749.8291,1124.6146,4.95,1
tsp,100,pso,317,4528.5889,1174.9473,4.81,1
tsp,100,pso,318,4903.6295,1185.2601,4.95,1
tsp,100,pso,319,5270.0321,1185.1969,4.90,1
