problem,stops,variant,instance_seed,raw_cost,polished_cost,seconds,feasible
tsp,100,h_qpso,302,1053.0614,1053.0614,29.08,1
tsp,100,h_qpso,303,1070.4116,1070.4116,29.65,1
tsp,100,h_qpso,304,1006.9228,1006.9228,29.51,1
tsp,100,h_qpso,305,1048.8227,1048.8227,28.72,1
tsp,100,h_qpso,306,961.0228,961.0228,28.58,1
tsp,100,h_qpso,307,1114.0797,1114.0797,29.40,1
tsp,100,h_qpso,308,932.5098,932.5098,29.55,1
tsp,100,h_qpso,309,1107.2391,1107.2391,27.89,1
tsp,100,h_qpso,310,1022.2146,1022.2146,28.33,1
tsp,100,h_qpso,311,1019.6322,1019.6322,29.74,1
tsp,100,h_qpso,312,1050.7238,1050.7238,28.58,1
tsp,100,h_qpso,313,1008.7062,1008.7062,25.89,1
tsp,100,h_qpso,314,1014.4219,1014.4219,28.44,1
tsp,100,h_qpso,315,944.2526,944.2526,27.20,1
tsp,100,h_qpso,316,992.6267,992.6267,29.11,1
tsp,100,h_qpso,317,979.0223,979.0223,28.23,1
tsp,100,h_qpso,318,1053.8882,1053.8882,27.66,1
tsp,100,h_qpso,319,959.5326,959.5326,28.33,1
tsp,100,nn,300,1131.4157,1031.3398,0.24,1
tsp,100,nn,301,1256.7317,1011.6208,0.23,1
tsp,100,nn,302,1232.1459,1152.3367,0.23,1
tsp,100,nn,303,1303.3392,1153.5332,0.34,1
tsp,100,nn,304,1360.0103,1006.9228,0.23,1
tsp,100,nn,305,1316.6742,1148.4253,0.22,1
tsp,100,nn,306,1168.3041,1017.3568,0.24,1
tsp,100,nn,307,1380.5795,1229.0951,0.28,1
tsp,100,nn,308,1146.7352,997.7389,0.23,1
tsp,100,nn,309,1329.7085,1237.7739,0.23,1
tsp,100,nn,310,1157.4754,1051.4110,0.23,1
tsp,100,nn,311,1179.1043,1093.3261,0.22,1
tsp,100,nn,312,1333.0200,1196.7169,0.22,1
tsp,100,nn,313,1324.8967,1215.2902,0.22,1
tsp,100,nn,314,1233.2014,1113.7753,0.22,1
tsp,100,nn,315,1214.7423,1118.8175,0.21,1
tsp,100,nn,316,1234.6426,1076.3401,0.19,1
tsp,100,nn,317,1310.7491,1195.3948,0.22,1
tsp,100,nn,318,1458.8018,1131.9329,0.20,1
tsp,100,nn,319,1167.3346,1108.0528,0.19,1
tsp,100,pso,300,4827.1424,1237.4447,1.48,1
tsp,100,pso,301,4627.9842,1184.0238,1.45,1
tsp,100,pso,302,4521.1397,1419.5776,1.51,1
tsp,100,pso,303,4864.4857,1184.6902,1.49,1
tsp,100,pso,304,5242.4356,1091.6245,1.54,1
tsp,100,pso,305,5261.6409,1252.7531,1.50,1
tsp,100,pso,306,4428.0793,1296.9187,1.46,1
tsp,100,pso,307,4507.4036,1272.3669,1.45,1
tsp,100,pso,308,4045.9811,1156.8738,1.54,1
tsp,100,pso,309,5031.5936,1406.9703,1.51,1
tsp,100,pso,310,4640.5089,1092.3579,4.62,1
tsp,100,pso,311,5386.8157,1321.0041,5.04,1
tsp,100,pso,312,4312.1696,1286.1921,4.52,1
tsp,100,pso,313,5547.7702,1370.5737,5.02,1
tsp,100,pso,314,4731.3477,1285.4752,4.95,1
tsp,100,pso,315,5150.7397,1144.3604,5.04,1
tsp,100,pso,316,5749.8291,1124.6146,5.04,1
tsp,100,pso,317,4528.5889,1174.9473,5.07,1
tsp,100,pso,318,4903.6295,1185.2601,5.00,1
tsp,100,pso,319,5270.0321,1185.1969,4.86,1
tsp,100,pso_warm,300,1026.1718,1026.1718,5.27,1
tsp,100,pso_warm,301,1011.0873,997.0803,5.52,1
tsp,100,pso_warm,302,1152.3367,1152.3367,5.46,1
tsp,100,pso_warm,303,1153.0408,1153.0408,5.66,1
tsp,100,pso_warm,304,1003.7777,1003.7777,5.60,1
tsp,100,pso_warm,305,1147.8455,1147.8455,5.55,1
tsp,100,pso_warm,306,1014.8473,1014.8473,5.49,1
tsp,100,pso_warm,307,1228.3625,1226.2284,5.56,1
tsp,100,pso_warm,308,997.7389,997.7389,5.64,1
tsp,100,pso_warm,309,1231.0021,1231.0021,5.58,1
tsp,100,pso_warm,310,1047.8037,1047.8037,5.65,1
tsp,100,pso_warm,311,1081.1277,1078.4513,5.55,1
tsp,100,pso_warm,312,1196.7169,1196.7169,5.66,1
tsp,100,pso_warm,313,1213.1478,1213.1478,5.52,1
tsp,100,pso_warm,314,1113.7753,1113.7753,5.58,1
tsp,100,pso_warm,315,1116.8647,1116.8647,5.69,1
tsp,100,pso_warm,316,1072.4835,1072.4835,5.70,1
tsp,100,pso_warm,317,1190.7724,1190.7724,5.45,1
tsp,100,pso_warm,318,1124.9538,1124.9538,5.46,1
tsp,100,pso_warm,319,1099.7812,1099.7812,5.56,1
tsp,100,qpso,300,4212.7806,1136.7585,6.17,1
tsp,100,qpso,301,4916.8680,1331.8667,6.32,1
tsp,100,qpso,302,4144.8670,1310.9193,6.14,1
tsp,100,qpso,303,5536.9513,1200.1925,6.53,1
tsp,100,qpso,304,4199.3530,1359.8567,5.98,1
tsp,100,qpso,305,4735.1215,1203.6613,6.13,1
tsp,100,qpso,306,4632.5799,1352.1052,5.87,1
tsp,100,qpso,307,4515.2828,1361.1777,5.66,1
tsp,100,qpso,308,4000.0045,1138.7203,5.74,1
tsp,100,qpso,309,4591.7510,1561.0771,6.07,1
tsp,100,qpso,310,4181.0650,1429.4330,6.08,1
tsp,100,qpso,311,4313.5398,1131.4129,6.37,1
tsp,100,qpso,312,4329.6241,1242.7533,5.87,1
tsp,100,qpso,313,4779.5952,1370.2812,6.54,1
tsp,100,qpso,314,4130.5135,1388.7754,5.92,1
tsp,100,qpso,315,4500.3954,1033.8569,5.92,1
tsp,100,qpso,316,4418.6334,1099.5594,5.85,1
tsp,100,qpso,317,4137.7416,1287.9150,5.75,1
tsp,100,qpso,318,4186.4242,1220.1853,5.80,1
tsp,100,qpso,319,4384.3600,1289.7564,5.82,1
tsp,100,qpso_warm,300,1022.5076,1022.5076,5.60,1
tsp,100,qpso_warm,301,1011.6208,1011.6208,5.56,1
tsp,100,qpso_warm,302,1152.1595,1152.1595,5.45,1
tsp,100,qpso_warm,303,1153.0408,1153.0408,5.67,1
tsp,100,qpso_warm,304,1006.9228,1006.9228,5.49,1
tsp,100,qpso_warm,305,1148.4253,1148.4253,5.56,1
tsp,100,qpso_warm,306,1014.4392,1014.4392,5.37,1
tsp,100,qpso_warm,307,1228.7637,1226.6296,5.74,1
tsp,100,qpso_warm,308,997.7389,997.7389,5.58,1
tsp,100,qpso_warm,309,1237.7739,1237.7739,5.59,1
tsp,100,qpso_warm,310,1050.5063,1050.5063,5.55,1
tsp,100,qpso_warm,311,1084.7841,1084.7841,5.65,1
tsp,100,qpso_warm,312,1194.3846,1194.3846,5.70,1
tsp,100,qpso_warm,313,1215.2902,1215.2902,5.85,1
tsp,100,qpso_warm,314,1113.7753,1113.7753,5.82,1
tsp,100,qpso_warm,315,1118.8175,1118.8175,5.65,1
tsp,100,qpso_warm,316,1076.3401,1076.3401,5.74,1
tsp,100,qpso_warm,317,1191.7201,1191.7201,5.41,1
tsp,100,qpso_warm,318,1122.8057,1122.8057,5.58,1
tsp,100,qpso_warm,319,1105.9746,1105.9746,5.14,1
