experiment,stops,seed,vehicles,method,stage,cost,optimum,gap_pct,seconds
A,12,1219,3,route search 3 s,finished,70.2568,70.2568,0.0,1.53
A,12,1220,3,qpso,raw,84.7219,84.2926,0.5094,0.36
A,12,1220,3,qpso,finished,84.7219,84.2926,0.5094,0.36
A,12,1220,3,pso,raw,84.2926,84.2926,0.0,0.29
A,12,1220,3,pso,finished,84.2926,84.2926,0.0,0.29
A,12,1220,3,ga,raw,84.7219,84.2926,0.5094,1.59
A,12,1220,3,ga,finished,84.7219,84.2926,0.5094,1.59
A,12,1220,3,qpso cold,raw,85.4753,84.2926,1.4031,0.35
A,12,1220,3,qpso cold,finished,84.2926,84.2926,0.0,0.35
A,12,1220,3,nearest neighbour,raw,93.0029,84.2926,10.3334,0.01
A,12,1220,3,nearest neighbour,finished,85.3975,84.2926,1.3108,0.01
A,12,1220,3,route search 3 s,finished,84.2926,84.2926,0.0,1.33
A,12,1221,3,qpso,raw,105.0981,101.4638,3.5818,0.35
A,12,1221,3,qpso,finished,105.0981,101.4638,3.5818,0.35
A,12,1221,3,pso,raw,105.5821,101.4638,4.0589,0.27
A,12,1221,3,pso,finished,105.5821,101.4638,4.0589,0.27
A,12,1221,3,ga,raw,105.0981,101.4638,3.5818,1.77
A,12,1221,3,ga,finished,105.0981,101.4638,3.5818,1.77
A,12,1221,3,qpso cold,raw,105.4769,101.4638,3.9552,0.41
A,12,1221,3,qpso cold,finished,101.4638,101.4638,0.0,0.41
A,12,1221,3,nearest neighbour,raw,109.2615,101.4638,7.6851,0.01
A,12,1221,3,nearest neighbour,finished,105.5821,101.4638,4.0589,0.01
A,12,1221,3,route search 3 s,finished,101.4638,101.4638,0.0,1.29
A,12,1222,2,qpso,raw,68.3485,58.1192,17.6006,0.35
A,12,1222,2,qpso,finished,61.4535,58.1192,5.7371,0.35
A,12,1222,2,pso,raw,63.7107,58.1192,9.6208,0.28
A,12,1222,2,pso,finished,61.4535,58.1192,5.7371,0.28
A,12,1222,2,ga,raw,68.4872,58.1192,17.8393,1.62
A,12,1222,2,ga,finished,61.4535,58.1192,5.7371,1.62
A,12,1222,2,qpso cold,raw,63.3908,58.1192,9.0704,0.33
A,12,1222,2,qpso cold,finished,58.1192,58.1192,0.0,0.33
A,12,1222,2,nearest neighbour,raw,72.7248,58.1192,25.1304,0.01
A,12,1222,2,nearest neighbour,finished,61.4535,58.1192,5.7371,0.01
A,12,1222,2,route search 3 s,finished,58.1192,58.1192,0.0,1.22
A,12,1223,2,qpso,raw,79.1736,73.636,7.5202,0.36
A,12,1223,2,qpso,finished,76.3473,73.636,3.682,0.36
A,12,1223,2,pso,raw,89.9358,73.636,22.1356,0.34
A,12,1223,2,pso,finished,76.3473,73.636,3.682,0.34
A,12,1223,2,ga,raw,95.3021,73.636,29.4232,1.65
A,12,1223,2,ga,finished,79.1736,73.636,7.5202,1.65
A,12,1223,2,qpso cold,raw,79.274,73.636,7.6565,0.31
A,12,1223,2,qpso cold,finished,76.3473,73.636,3.682,0.31
A,12,1223,2,nearest neighbour,raw,98.4107,73.636,33.6447,0.01
A,12,1223,2,nearest neighbour,finished,73.7775,73.636,0.192,0.01
A,12,1223,2,route search 3 s,finished,73.636,73.636,0.0,1.51
A,12,1224,3,qpso,raw,122.6339,122.6339,0.0,0.35
A,12,1224,3,qpso,finished,122.6339,122.6339,0.0,0.35
A,12,1224,3,pso,raw,126.8667,122.6339,3.4515,0.3
A,12,1224,3,pso,finished,122.6339,122.6339,0.0,0.3
A,12,1224,3,ga,raw,126.7703,122.6339,3.3729,1.62
A,12,1224,3,ga,finished,122.6339,122.6339,0.0,1.62
A,12,1224,3,qpso cold,raw,123.3451,122.6339,0.5799,0.45
A,12,1224,3,qpso cold,finished,122.6339,122.6339,0.0,0.45
A,12,1224,3,nearest neighbour,raw,160.6294,122.6339,30.9828,0.01
A,12,1224,3,nearest neighbour,finished,122.6339,122.6339,0.0,0.01
A,12,1224,3,route search 3 s,finished,122.6339,122.6339,0.0,1.28
A,12,1225,3,qpso,raw,105.4038,104.1836,1.1712,0.34
A,12,1225,3,qpso,finished,104.1836,104.1836,0.0,0.34
A,12,1225,3,pso,raw,105.5907,104.1836,1.3506,0.3
A,12,1225,3,pso,finished,104.9623,104.1836,0.7475,0.3
A,12,1225,3,ga,raw,106.1289,104.1836,1.8672,1.71
A,12,1225,3,ga,finished,105.537,104.1836,1.2991,1.71
A,12,1225,3,qpso cold,raw,108.8641,104.1836,4.4925,0.37
A,12,1225,3,qpso cold,finished,108.8641,104.1836,4.4925,0.37
A,12,1225,3,nearest neighbour,raw,118.7707,104.1836,14.0013,0.01
A,12,1225,3,nearest neighbour,finished,104.1836,104.1836,0.0,0.01
A,12,1225,3,route search 3 s,finished,104.1836,104.1836,0.0,1.21
A,12,1226,3,qpso,raw,113.4253,112.9734,0.4,0.33
A,12,1226,3,qpso,finished,113.4253,112.9734,0.4,0.33
A,12,1226,3,pso,raw,113.4253,112.9734,0.4,0.32
A,12,1226,3,pso,finished,113.4253,112.9734,0.4,0.32
A,12,1226,3,ga,raw,115.762,112.9734,2.4683,1.6
A,12,1226,3,ga,finished,113.4253,112.9734,0.4,1.6
A,12,1226,3,qpso cold,raw,113.1586,112.9734,0.1639,0.31
A,12,1226,3,qpso cold,finished,113.1586,112.9734,0.1639,0.31
A,12,1226,3,nearest neighbour,raw,122.2593,112.9734,8.2195,0.01
A,12,1226,3,nearest neighbour,finished,113.4253,112.9734,0.4,0.01
A,12,1226,3,route search 3 s,finished,112.9734,112.9734,0.0,1.42
A,12,1227,3,qpso,raw,90.0985,83.436,7.9851,0.31
A,12,1227,3,qpso,finished,90.0126,83.436,7.8822,0.31
A,12,1227,3,pso,raw,90.1806,83.436,8.0836,0.31
A,12,1227,3,pso,finished,88.2548,83.436,5.7754,0.31
A,12,1227,3,ga,raw,95.6206,83.436,14.6035,1.6
A,12,1227,3,ga,finished,95.6206,83.436,14.6035,1.6
A,12,1227,3,qpso cold,raw,91.1761,83.436,9.2767,0.34
A,12,1227,3,qpso cold,finished,88.5224,83.436,6.0961,0.34
A,12,1227,3,nearest neighbour,raw,105.0003,83.436,25.8453,0.0
A,12,1227,3,nearest neighbour,finished,95.6206,83.436,14.6035,0.0
A,12,1227,3,route search 3 s,finished,83.436,83.436,0.0,1.37
A,12,1228,2,qpso,raw,101.9657,95.318,6.9742,0.33
A,12,1228,2,qpso,finished,101.9657,95.318,6.9742,0.33
A,12,1228,2,pso,raw,101.9657,95.318,6.9742,0.26
A,12,1228,2,pso,finished,101.9657,95.318,6.9742,0.26
A,12,1228,2,ga,raw,101.9657,95.318,6.9742,1.54
A,12,1228,2,ga,finished,101.9657,95.318,6.9742,1.54
A,12,1228,2,qpso cold,raw,95.318,95.318,0.0,0.31
A,12,1228,2,qpso cold,finished,95.318,95.318,0.0,0.31
A,12,1228,2,nearest neighbour,raw,111.7372,95.318,17.2257,0.0
A,12,1228,2,nearest neighbour,finished,102.4411,95.318,7.4729,0.0
A,12,1228,2,route search 3 s,finished,95.318,95.318,0.0,1.44
A,12,1229,3,qpso,raw,75.915,74.5559,1.823,0.34
A,12,1229,3,qpso,finished,75.915,74.5559,1.823,0.34
A,12,1229,3,pso,raw,79.6584,74.5559,6.8438,0.31
A,12,1229,3,pso,finished,75.915,74.5559,1.823,0.31
A,12,1229,3,ga,raw,81.4194,74.5559,9.2058,1.62
A,12,1229,3,ga,finished,80.9555,74.5559,8.5836,1.62
A,12,1229,3,qpso cold,raw,75.915,74.5559,1.823,0.34
A,12,1229,3,qpso cold,finished,75.915,74.5559,1.823,0.34
A,12,1229,3,nearest neighbour,raw,116.2555,74.5559,55.9308,0.01
A,12,1229,3,nearest neighbour,finished,81.5886,74.5559,9.4328,0.01
A,12,1229,3,route search 3 s,finished,74.5559,74.5559,0.0,1.26
A,14,1200,3,qpso,raw,119.2207,113.7582,4.8019,0.41
A,14,1200,3,qpso,finished,119.2207,113.7582,4.8019,0.41
A,14,1200,3,pso,raw,120.0919,113.7582,5.5677,0.35
A,14,1200,3,pso,finished,120.0919,113.7582,5.5677,0.35
A,14,1200,3,ga,raw,130.1976,113.7582,14.4512,1.64
A,14,1200,3,ga,finished,118.8212,113.7582,4.4507,1.64
A,14,1200,3,qpso cold,raw,117.4695,113.7582,3.2625,0.38
A,14,1200,3,qpso cold,finished,117.2902,113.7582,3.1049,0.38
A,14,1200,3,nearest neighbour,raw,162.0506,113.7582,42.4519,0.01
A,14,1200,3,nearest neighbour,finished,122.6187,113.7582,7.7889,0.01
A,14,1200,3,route search 3 s,finished,113.7582,113.7582,0.0,1.78
A,14,1201,3,qpso,raw,105.8278,94.8406,11.5849,0.41
A,14,1201,3,qpso,finished,94.8406,94.8406,-0.0,0.41
A,14,1201,3,pso,raw,118.6856,94.8406,25.1422,0.33
A,14,1201,3,pso,finished,94.8406,94.8406,-0.0,0.33
A,14,1201,3,ga,raw,114.0747,94.8406,20.2804,1.7
A,14,1201,3,ga,finished,109.1704,94.8406,15.1093,1.7
A,14,1201,3,qpso cold,raw,94.8406,94.8406,-0.0,0.37
A,14,1201,3,qpso cold,finished,94.8406,94.8406,-0.0,0.37
A,14,1201,3,nearest neighbour,raw,132.1447,94.8406,39.3335,0.01
A,14,1201,3,nearest neighbour,finished,102.8883,94.8406,8.4855,0.01
A,14,1201,3,route search 3 s,finished,94.8406,94.8406,-0.0,1.71
A,14,1202,3,qpso,raw,105.7352,95.9406,10.209,0.38
A,14,1202,3,qpso,finished,105.7352,95.9406,10.209,0.38
A,14,1202,3,pso,raw,105.7352,95.9406,10.209,0.31
A,14,1202,3,pso,finished,105.7352,95.9406,10.209,0.31
A,14,1202,3,ga,raw,104.9481,95.9406,9.3886,1.57
A,14,1202,3,ga,finished,104.9481,95.9406,9.3886,1.57
A,14,1202,3,qpso cold,raw,97.0665,95.9406,1.1736,0.4
A,14,1202,3,qpso cold,finished,95.9406,95.9406,0.0,0.4
A,14,1202,3,nearest neighbour,raw,133.029,95.9406,38.6576,0.01
A,14,1202,3,nearest neighbour,finished,105.0297,95.9406,9.4737,0.01
A,14,1202,3,route search 3 s,finished,95.9406,95.9406,0.0,1.68
A,14,1203,3,qpso,raw,79.2958,77.2186,2.6899,0.42
A,14,1203,3,qpso,finished,79.2958,77.2186,2.6899,0.42
A,14,1203,3,pso,raw,85.3677,77.2186,10.5533,0.29
A,14,1203,3,pso,finished,85.3677,77.2186,10.5533,0.29
A,14,1203,3,ga,raw,81.3077,77.2186,5.2954,1.62
A,14,1203,3,ga,finished,79.2958,77.2186,2.6899,1.62
A,14,1203,3,qpso cold,raw,77.2186,77.2186,0.0,0.38
A,14,1203,3,qpso cold,finished,77.2186,77.2186,0.0,0.38
A,14,1203,3,nearest neighbour,raw,120.798,77.2186,56.4364,0.01
A,14,1203,3,nearest neighbour,finished,85.1308,77.2186,10.2465,0.01
A,14,1203,3,route search 3 s,finished,77.2186,77.2186,0.0,1.83
A,14,1204,2,qpso,raw,82.5839,75.8246,8.9144,0.36
A,14,1204,2,qpso,finished,76.6306,75.8246,1.063,0.36
A,14,1204,2,pso,raw,82.5839,75.8246,8.9144,0.33
A,14,1204,2,pso,finished,76.6306,75.8246,1.063,0.33
A,14,1204,2,ga,raw,87.751,75.8246,15.7289,1.76
A,14,1204,2,ga,finished,85.4733,75.8246,12.725,1.76
A,14,1204,2,qpso cold,raw,87.0783,75.8246,14.8418,0.34
A,14,1204,2,qpso cold,finished,76.6306,75.8246,1.063,0.34
A,14,1204,2,nearest neighbour,raw,95.3716,75.8246,25.7793,0.01
A,14,1204,2,nearest neighbour,finished,85.4733,75.8246,12.725,0.01
A,14,1204,2,route search 3 s,finished,75.8246,75.8246,-0.0,1.83
A,14,1205,3,qpso,raw,101.7026,95.3213,6.6945,0.44
A,14,1205,3,qpso,finished,96.4304,95.3213,1.1635,0.44
A,14,1205,3,pso,raw,106.1293,95.3213,11.3385,0.31
A,14,1205,3,pso,finished,96.4304,95.3213,1.1635,0.31
A,14,1205,3,ga,raw,103.4833,95.3213,8.5626,1.73
A,14,1205,3,ga,finished,98.2111,95.3213,3.0317,1.73
A,14,1205,3,qpso cold,raw,100.3388,95.3213,5.2637,0.38
A,14,1205,3,qpso cold,finished,97.885,95.3213,2.6896,0.38
A,14,1205,3,nearest neighbour,raw,151.7381,95.3213,59.1859,0.01
A,14,1205,3,nearest neighbour,finished,116.2497,95.3213,21.9556,0.01
A,14,1205,3,route search 3 s,finished,95.3213,95.3213,0.0,1.78
A,14,1206,3,qpso,raw,105.3076,87.4671,20.3968,0.37
A,14,1206,3,qpso,finished,87.4671,87.4671,0.0,0.37
A,14,1206,3,pso,raw,105.3076,87.4671,20.3968,0.32
A,14,1206,3,pso,finished,87.4671,87.4671,0.0,0.32
A,14,1206,3,ga,raw,103.4787,87.4671,18.3058,1.7
A,14,1206,3,ga,finished,87.4671,87.4671,0.0,1.7
A,14,1206,3,qpso cold,raw,92.1087,87.4671,5.3067,0.36
A,14,1206,3,qpso cold,finished,90.6424,87.4671,3.6302,0.36
A,14,1206,3,nearest neighbour,raw,110.3023,87.4671,26.1072,0.01
A,14,1206,3,nearest neighbour,finished,87.4671,87.4671,0.0,0.01
A,14,1206,3,route search 3 s,finished,87.4671,87.4671,0.0,1.5
A,14,1207,3,qpso,raw,131.8324,112.7221,16.9535,0.39
A,14,1207,3,qpso,finished,127.0519,112.7221,12.7125,0.39
A,14,1207,3,pso,raw,129.9257,112.7221,15.262,0.33
A,14,1207,3,pso,finished,126.8828,112.7221,12.5625,0.33
A,14,1207,3,ga,raw,127.9296,112.7221,13.4912,1.66
A,14,1207,3,ga,finished,126.8828,112.7221,12.5625,1.66
A,14,1207,3,qpso cold,raw,119.9592,112.7221,6.4204,0.36
A,14,1207,3,qpso cold,finished,114.4761,112.7221,1.5561,0.36
A,14,1207,3,nearest neighbour,raw,165.1335,112.7221,46.4961,0.01
A,14,1207,3,nearest neighbour,finished,114.9023,112.7221,1.9341,0.01
A,14,1207,3,route search 3 s,finished,112.7221,112.7221,0.0,1.44
A,14,1208,3,qpso,raw,129.3634,121.7329,6.2683,0.35
A,14,1208,3,qpso,finished,121.7329,121.7329,0.0,0.35
A,14,1208,3,pso,raw,144.4242,121.7329,18.6402,0.3
A,14,1208,3,pso,finished,123.5009,121.7329,1.4524,0.3
A,14,1208,3,ga,raw,124.593,121.7329,2.3495,1.73
A,14,1208,3,ga,finished,123.8864,121.7329,1.7691,1.73
A,14,1208,3,qpso cold,raw,134.3733,121.7329,10.3838,0.35
A,14,1208,3,qpso cold,finished,128.2733,121.7329,5.3728,0.35
A,14,1208,3,nearest neighbour,raw,170.1502,121.7329,39.7734,0.01
A,14,1208,3,nearest neighbour,finished,125.6544,121.7329,3.2214,0.01
A,14,1208,3,route search 3 s,finished,121.7329,121.7329,0.0,1.57
A,14,1209,3,qpso,raw,138.5638,109.7821,26.2171,0.36
A,14,1209,3,qpso,finished,109.7821,109.7821,0.0,0.36
A,14,1209,3,pso,raw,140.6118,109.7821,28.0826,0.37
A,14,1209,3,pso,finished,109.7821,109.7821,0.0,0.37
A,14,1209,3,ga,raw,137.644,109.7821,25.3792,1.65
A,14,1209,3,ga,finished,109.7821,109.7821,0.0,1.65
A,14,1209,3,qpso cold,raw,138.5638,109.7821,26.2171,0.37
A,14,1209,3,qpso cold,finished,109.7821,109.7821,0.0,0.37
A,14,1209,3,nearest neighbour,raw,159.3825,109.7821,45.1807,0.01
A,14,1209,3,nearest neighbour,finished,114.3353,109.7821,4.1475,0.01
A,14,1209,3,route search 3 s,finished,109.7821,109.7821,-0.0,1.79
A,14,1210,3,qpso,raw,97.6162,88.0404,10.8767,0.37
A,14,1210,3,qpso,finished,97.6162,88.0404,10.8767,0.37
A,14,1210,3,pso,raw,97.6162,88.0404,10.8767,0.31
A,14,1210,3,pso,finished,97.6162,88.0404,10.8767,0.31
A,14,1210,3,ga,raw,97.7078,88.0404,10.9807,1.64
A,14,1210,3,ga,finished,97.7078,88.0404,10.9807,1.64
A,14,1210,3,qpso cold,raw,88.0404,88.0404,0.0,0.32
A,14,1210,3,qpso cold,finished,88.0404,88.0404,0.0,0.32
A,14,1210,3,nearest neighbour,raw,106.6012,88.0404,21.0822,0.01
A,14,1210,3,nearest neighbour,finished,97.7078,88.0404,10.9807,0.01
A,14,1210,3,route search 3 s,finished,88.0404,88.0404,0.0,1.94
A,14,1211,3,qpso,raw,100.0117,88.9385,12.4504,0.41
A,14,1211,3,qpso,finished,99.4187,88.9385,11.7837,0.41
A,14,1211,3,pso,raw,100.0117,88.9385,12.4504,0.28
A,14,1211,3,pso,finished,99.4187,88.9385,11.7837,0.28
A,14,1211,3,ga,raw,90.5763,88.9385,1.8415,1.58
A,14,1211,3,ga,finished,90.5763,88.9385,1.8415,1.58
A,14,1211,3,qpso cold,raw,91.1252,88.9385,2.4586,0.38
A,14,1211,3,qpso cold,finished,91.1252,88.9385,2.4586,0.38
A,14,1211,3,nearest neighbour,raw,124.5572,88.9385,40.0486,0.01
A,14,1211,3,nearest neighbour,finished,91.1252,88.9385,2.4586,0.01
A,14,1211,3,route search 3 s,finished,88.9385,88.9385,-0.0,2.12
A,14,1212,3,qpso,raw,165.7463,160.7206,3.127,0.35
A,14,1212,3,qpso,finished,162.7472,160.7206,1.261,0.35
A,14,1212,3,pso,raw,165.7463,160.7206,3.127,0.3
A,14,1212,3,pso,finished,162.7472,160.7206,1.261,0.3
A,14,1212,3,ga,raw,166.4936,160.7206,3.592,1.66
A,14,1212,3,ga,finished,162.7472,160.7206,1.261,1.66
A,14,1212,3,qpso cold,raw,163.6945,160.7206,1.8504,0.36
A,14,1212,3,qpso cold,finished,160.8885,160.7206,0.1045,0.36
A,14,1212,3,nearest neighbour,raw,176.1779,160.7206,9.6175,0.01
A,14,1212,3,nearest neighbour,finished,162.7472,160.7206,1.261,0.01
A,14,1212,3,route search 3 s,finished,160.7206,160.7206,0.0,1.87
A,14,1213,3,qpso,raw,87.6116,87.6116,0.0,0.39
A,14,1213,3,qpso,finished,87.6116,87.6116,0.0,0.39
A,14,1213,3,pso,raw,98.7229,87.6116,12.6824,0.31
A,14,1213,3,pso,finished,95.1836,87.6116,8.6427,0.31
A,14,1213,3,ga,raw,98.7229,87.6116,12.6824,1.6
A,14,1213,3,ga,finished,95.1836,87.6116,8.6427,1.6
A,14,1213,3,qpso cold,raw,87.6116,87.6116,0.0,0.38
A,14,1213,3,qpso cold,finished,87.6116,87.6116,0.0,0.38
A,14,1213,3,nearest neighbour,raw,101.4545,87.6116,15.8003,0.01
A,14,1213,3,nearest neighbour,finished,95.1836,87.6116,8.6427,0.01
A,14,1213,3,route search 3 s,finished,87.6116,87.6116,0.0,1.46
A,14,1214,3,qpso,raw,90.7333,81.5486,11.2628,0.4
A,14,1214,3,qpso,finished,81.7981,81.5486,0.3059,0.4
A,14,1214,3,pso,raw,91.1286,81.5486,11.7475,0.3
A,14,1214,3,pso,finished,81.7981,81.5486,0.3059,0.3
A,14,1214,3,ga,raw,89.7825,81.5486,10.0969,1.73
A,14,1214,3,ga,finished,89.7825,81.5486,10.0969,1.73
A,14,1214,3,qpso cold,raw,85.0471,81.5486,4.29,0.38
A,14,1214,3,qpso cold,finished,82.723,81.5486,1.4401,0.38
A,14,1214,3,nearest neighbour,raw,141.911,81.5486,74.0201,0.01
A,14,1214,3,nearest neighbour,finished,91.1978,81.5486,11.8325,0.01
A,14,1214,3,route search 3 s,finished,81.5486,81.5486,-0.0,1.91
A,14,1215,2,qpso,raw,111.2397,96.759,14.9658,0.33
A,14,1215,2,qpso,finished,104.7359,96.759,8.2442,0.33
A,14,1215,2,pso,raw,98.363,96.759,1.6577,0.33
A,14,1215,2,pso,finished,96.759,96.759,-0.0,0.33
A,14,1215,2,ga,raw,112.7914,96.759,16.5695,1.58
A,14,1215,2,ga,finished,108.9031,96.759,12.551,1.58
A,14,1215,2,qpso cold,raw,100.3078,96.759,3.6677,0.34
A,14,1215,2,qpso cold,finished,96.759,96.759,-0.0,0.34
A,14,1215,2,nearest neighbour,raw,137.5143,96.759,42.1204,0.01
A,14,1215,2,nearest neighbour,finished,104.7359,96.759,8.2442,0.01
A,14,1215,2,route search 3 s,finished,96.759,96.759,0.0,1.53
A,14,1216,3,qpso,raw,129.8047,120.8937,7.3709,0.4
A,14,1216,3,qpso,finished,126.8862,120.8937,4.9568,0.4
A,14,1216,3,pso,raw,130.792,120.8937,8.1876,0.3
A,14,1216,3,pso,finished,126.9616,120.8937,5.0191,0.3
A,14,1216,3,ga,raw,130.2881,120.8937,7.7708,1.56
A,14,1216,3,ga,finished,120.8937,120.8937,0.0,1.56
A,14,1216,3,qpso cold,raw,123.6944,120.8937,2.3167,0.65
A,14,1216,3,qpso cold,finished,120.8937,120.8937,0.0,0.65
A,14,1216,3,nearest neighbour,raw,131.6009,120.8937,8.8567,0.06
A,14,1216,3,nearest neighbour,finished,120.8937,120.8937,0.0,0.06
A,14,1216,3,route search 3 s,finished,120.8937,120.8937,0.0,3.06
A,14,1217,3,qpso,raw,115.1135,107.7832,6.801,0.36
A,14,1217,3,qpso,finished,108.1679,107.7832,0.3569,0.36
A,14,1217,3,pso,raw,108.1679,107.7832,0.3569,0.33
A,14,1217,3,pso,finished,108.1679,107.7832,0.3569,0.33
A,14,1217,3,ga,raw,115.1135,107.7832,6.801,5.27
A,14,1217,3,ga,finished,108.1679,107.7832,0.3569,5.27
A,14,1217,3,qpso cold,raw,118.8419,107.7832,10.2601,0.4
A,14,1217,3,qpso cold,finished,109.4608,107.7832,1.5565,0.4
A,14,1217,3,nearest neighbour,raw,126.5878,107.7832,17.4467,0.01
A,14,1217,3,nearest neighbour,finished,108.1679,107.7832,0.3569,0.01
A,14,1217,3,route search 3 s,finished,107.7832,107.7832,0.0,1.48
A,14,1218,3,qpso,raw,119.0758,104.8065,13.6149,0.35
A,14,1218,3,qpso,finished,116.0295,104.8065,10.7083,0.35
A,14,1218,3,pso,raw,116.4268,104.8065,11.0873,0.32
A,14,1218,3,pso,finished,107.3549,104.8065,2.4315,0.32
A,14,1218,3,ga,raw,112.264,104.8065,7.1154,5.25
A,14,1218,3,ga,finished,110.397,104.8065,5.3341,5.25
A,14,1218,3,qpso cold,raw,106.8415,104.8065,1.9416,0.42
A,14,1218,3,qpso cold,finished,104.8065,104.8065,-0.0,0.42
A,14,1218,3,nearest neighbour,raw,175.4109,104.8065,67.3664,0.01
A,14,1218,3,nearest neighbour,finished,120.7879,104.8065,15.2485,0.01
A,14,1218,3,route search 3 s,finished,104.8065,104.8065,0.0,1.61
A,14,1219,3,qpso,raw,77.2127,77.2127,0.0,0.35
A,14,1219,3,qpso,finished,77.2127,77.2127,0.0,0.35
A,14,1219,3,pso,raw,77.2127,77.2127,0.0,0.33
A,14,1219,3,pso,finished,77.2127,77.2127,0.0,0.33
A,14,1219,3,ga,raw,77.2127,77.2127,0.0,5.39
A,14,1219,3,ga,finished,77.2127,77.2127,0.0,5.39
A,14,1219,3,qpso cold,raw,77.5967,77.2127,0.4973,0.4
A,14,1219,3,qpso cold,finished,77.5967,77.2127,0.4973,0.4
A,14,1219,3,nearest neighbour,raw,82.0543,77.2127,6.2705,0.01
A,14,1219,3,nearest neighbour,finished,77.2127,77.2127,0.0,0.01
A,14,1219,3,route search 3 s,finished,77.2127,77.2127,0.0,1.76
A,14,1220,3,qpso,raw,97.3361,95.9975,1.3944,0.36
A,14,1220,3,qpso,finished,96.185,95.9975,0.1953,0.36
A,14,1220,3,pso,raw,96.185,95.9975,0.1953,0.33
A,14,1220,3,pso,finished,96.185,95.9975,0.1953,0.33
A,14,1220,3,ga,raw,99.9041,95.9975,4.0694,1.63
A,14,1220,3,ga,finished,96.185,95.9975,0.1953,1.63
A,14,1220,3,qpso cold,raw,102.7047,95.9975,6.9868,0.36
A,14,1220,3,qpso cold,finished,96.185,95.9975,0.1953,0.36
A,14,1220,3,nearest neighbour,raw,108.5737,95.9975,13.1005,0.01
A,14,1220,3,nearest neighbour,finished,96.185,95.9975,0.1953,0.01
A,14,1220,3,route search 3 s,finished,95.9975,95.9975,0.0,1.43
A,14,1221,3,qpso,raw,105.6227,96.7947,9.1204,0.37
A,14,1221,3,qpso,finished,96.7947,96.7947,0.0,0.37
A,14,1221,3,pso,raw,110.4742,96.7947,14.1325,0.32
A,14,1221,3,pso,finished,110.4742,96.7947,14.1325,0.32
A,14,1221,3,ga,raw,97.9162,96.7947,1.1587,1.6
A,14,1221,3,ga,finished,96.7947,96.7947,0.0,1.6
A,14,1221,3,qpso cold,raw,104.6692,96.7947,8.1353,0.37
A,14,1221,3,qpso cold,finished,96.7947,96.7947,0.0,0.37
A,14,1221,3,nearest neighbour,raw,130.3786,96.7947,34.696,0.01
A,14,1221,3,nearest neighbour,finished,96.7947,96.7947,0.0,0.01
A,14,1221,3,route search 3 s,finished,96.7947,96.7947,0.0,3.03
A,14,1222,3,qpso,raw,85.0748,83.7712,1.5562,0.35
A,14,1222,3,qpso,finished,85.0748,83.7712,1.5562,0.35
A,14,1222,3,pso,raw,85.0748,83.7712,1.5562,0.28
A,14,1222,3,pso,finished,85.0748,83.7712,1.5562,0.28
A,14,1222,3,ga,raw,85.0748,83.7712,1.5562,3.27
A,14,1222,3,ga,finished,85.0748,83.7712,1.5562,3.27
A,14,1222,3,qpso cold,raw,85.5376,83.7712,2.1086,2.28
A,14,1222,3,qpso cold,finished,85.5376,83.7712,2.1086,2.28
A,14,1222,3,nearest neighbour,raw,90.1731,83.7712,7.6421,0.01
A,14,1222,3,nearest neighbour,finished,83.8066,83.7712,0.0422,0.01
A,14,1222,3,route search 3 s,finished,83.7712,83.7712,0.0,1.72
A,14,1223,3,qpso,raw,94.1497,88.02,6.964,0.4
A,14,1223,3,qpso,finished,94.1497,88.02,6.964,0.4
A,14,1223,3,pso,raw,117.6597,88.02,33.6739,0.35
A,14,1223,3,pso,finished,88.02,88.02,-0.0,0.35
A,14,1223,3,ga,raw,97.1902,88.02,10.4183,5.3
A,14,1223,3,ga,finished,92.0676,88.02,4.5985,5.3
A,14,1223,3,qpso cold,raw,92.5631,88.02,5.1615,0.43
A,14,1223,3,qpso cold,finished,92.5631,88.02,5.1615,0.43
A,14,1223,3,nearest neighbour,raw,131.6054,88.02,49.5177,0.01
A,14,1223,3,nearest neighbour,finished,88.02,88.02,-0.0,0.01
A,14,1223,3,route search 3 s,finished,88.02,88.02,-0.0,2.19
A,14,1224,3,qpso,raw,140.039,134.295,4.2772,3.34
A,14,1224,3,qpso,finished,134.4751,134.295,0.1341,3.34
A,14,1224,3,pso,raw,137.1772,134.295,2.1462,0.33
A,14,1224,3,pso,finished,136.629,134.295,1.7379,0.33
A,14,1224,3,ga,raw,134.4751,134.295,0.1341,1.67
A,14,1224,3,ga,finished,134.4751,134.295,0.1341,1.67
A,14,1224,3,qpso cold,raw,142.3741,134.295,6.0159,0.37
A,14,1224,3,qpso cold,finished,139.9217,134.295,4.1898,0.37
A,14,1224,3,nearest neighbour,raw,169.1022,134.295,25.9184,0.01
A,14,1224,3,nearest neighbour,finished,134.4751,134.295,0.1341,0.01
A,14,1224,3,route search 3 s,finished,134.295,134.295,0.0,1.77
A,14,1225,4,qpso,raw,116.2669,111.6112,4.1714,0.37
A,14,1225,4,qpso,finished,115.0467,111.6112,3.0781,0.37
A,14,1225,4,pso,raw,116.4538,111.6112,4.3388,0.33
A,14,1225,4,pso,finished,115.8254,111.6112,3.7758,0.33
A,14,1225,4,ga,raw,112.1318,111.6112,0.4664,1.63
A,14,1225,4,ga,finished,111.6112,111.6112,0.0,1.63
A,14,1225,4,qpso cold,raw,115.231,111.6112,3.2433,0.4
A,14,1225,4,qpso cold,finished,115.231,111.6112,3.2433,0.4
