nodes,weights,pair,hops,algorithm,cost,exact_cost,gap_pct,seconds,dimension
40,time,26,10,ga,26.4388694521362,26.276764629728877,0.6169131728794369,0.4612319000007119,40
40,time,27,4,dijkstra,10.21127239584817,10.21127239584817,0.0,9.599999611964449e-05,0
40,time,27,4,qpso,10.21127239584817,10.21127239584817,0.0,0.05119249999552267,10
40,time,27,4,qpso cold,10.21127239584817,10.21127239584817,0.0,0.07899929999985034,10
40,time,27,4,qpso big,10.21127239584817,10.21127239584817,0.0,0.2928385999985039,10
40,time,27,4,pso,10.21127239584817,10.21127239584817,0.0,0.06400439999561058,10
40,time,27,4,ga,10.21127239584817,10.21127239584817,0.0,0.32043849999899976,10
40,time,28,6,dijkstra,19.93521954536927,19.93521954536927,0.0,0.00020000000222353265,0
40,time,28,6,qpso,19.93521954536927,19.93521954536927,0.0,0.11864820000482723,26
40,time,28,6,qpso cold,19.93521954536927,19.93521954536927,0.0,0.09589989999949466,26
40,time,28,6,qpso big,19.93521954536927,19.93521954536927,0.0,0.47198280000156956,26
40,time,28,6,pso,19.93521954536927,19.93521954536927,0.0,0.07248309999704361,26
40,time,28,6,ga,19.93521954536927,19.93521954536927,0.0,0.3164647999947192,26
40,time,29,9,dijkstra,22.428362100781182,22.428362100781182,0.0,0.00017780000052880496,0
40,time,29,9,qpso,22.428362100781182,22.428362100781182,0.0,0.11588679999840679,38
40,time,29,9,qpso cold,22.428362100781182,22.428362100781182,0.0,0.1607711000033305,38
40,time,29,9,qpso big,22.428362100781182,22.428362100781182,0.0,0.7068675999980769,38
40,time,29,9,pso,22.428362100781182,22.428362100781182,0.0,0.14239040000393288,38
40,time,29,9,ga,22.428362100781182,22.428362100781182,0.0,0.42337449999467935,38
40,time,30,6,dijkstra,20.791061756248943,20.791061756248943,0.0,0.00011929999891435727,0
40,time,30,6,qpso,20.791061756248943,20.791061756248943,0.0,0.144933099996706,37
40,time,30,6,qpso cold,20.791061756248943,20.791061756248943,0.0,0.1349742999955197,37
40,time,30,6,qpso big,20.791061756248943,20.791061756248943,0.0,0.5298746999978903,37
40,time,30,6,pso,20.791061756248943,20.791061756248943,0.0,0.1153550000017276,37
40,time,30,6,ga,20.791061756248943,20.791061756248943,0.0,0.39264909999474185,37
40,time,31,7,dijkstra,14.735122286017873,14.735122286017873,0.0,0.00018199999612988904,0
40,time,31,7,qpso,14.735122286017873,14.735122286017873,0.0,0.10834659999818541,27
40,time,31,7,qpso cold,14.735122286017873,14.735122286017873,0.0,0.10578370000439463,27
40,time,31,7,qpso big,14.735122286017873,14.735122286017873,0.0,0.543586799998593,27
40,time,31,7,pso,14.735122286017873,14.735122286017873,0.0,0.10055629999988014,27
40,time,31,7,ga,14.735122286017873,14.735122286017873,0.0,0.3736369000034756,27
40,time,32,4,dijkstra,12.438229740584635,12.438229740584635,0.0,0.0001790000023902394,0
40,time,32,4,qpso,12.438229740584635,12.438229740584635,0.0,0.07844109999859938,19
40,time,32,4,qpso cold,12.438229740584635,12.438229740584635,0.0,0.12171420000231592,19
40,time,32,4,qpso big,12.438229740584635,12.438229740584635,0.0,0.36618360000284156,19
40,time,32,4,pso,12.438229740584635,12.438229740584635,0.0,0.05630219999875408,19
40,time,32,4,ga,12.438229740584635,12.438229740584635,0.0,0.371227399999043,19
40,time,33,6,dijkstra,19.821158312023265,19.821158312023265,0.0,0.00020149999909335747,0
40,time,33,6,qpso,19.821158312023265,19.821158312023265,0.0,0.1283395999998902,34
40,time,33,6,qpso cold,19.821158312023265,19.821158312023265,0.0,0.11829510000097798,34
40,time,33,6,qpso big,19.821158312023265,19.821158312023265,0.0,0.44588840000506025,34
40,time,33,6,pso,19.821158312023265,19.821158312023265,0.0,0.08876320000126725,34
40,time,33,6,ga,19.821158312023265,19.821158312023265,0.0,0.31624260000535287,34
40,time,34,4,dijkstra,9.78762324073291,9.78762324073291,0.0,0.0001843999998527579,0
40,time,34,4,qpso,9.78762324073291,9.78762324073291,0.0,0.08779180000419728,15
40,time,34,4,qpso cold,9.78762324073291,9.78762324073291,0.0,0.10373260000051232,15
40,time,34,4,qpso big,9.78762324073291,9.78762324073291,0.0,0.3169647000031546,15
40,time,34,4,pso,9.78762324073291,9.78762324073291,0.0,0.07111199999781093,15
40,time,34,4,ga,9.78762324073291,9.78762324073291,0.0,0.32779149999987567,15
40,time,35,7,dijkstra,14.01410014986076,14.01410014986076,0.0,0.0002156000045943074,0
40,time,35,7,qpso,14.01410014986076,14.01410014986076,0.0,0.10794470000109868,25
40,time,35,7,qpso cold,14.01410014986076,14.01410014986076,0.0,0.12887939999927767,25
40,time,35,7,qpso big,14.01410014986076,14.01410014986076,0.0,0.5474687999958405,25
40,time,35,7,pso,14.01410014986076,14.01410014986076,0.0,0.08815700000559445,25
40,time,35,7,ga,14.01410014986076,14.01410014986076,0.0,0.39839070000016363,25
40,time,36,6,dijkstra,19.93521954536927,19.93521954536927,0.0,0.0003958999950555153,0
40,time,36,6,qpso,19.93521954536927,19.93521954536927,0.0,0.10003470000083325,26
40,time,36,6,qpso cold,19.93521954536927,19.93521954536927,0.0,0.08574650000082329,26
40,time,36,6,qpso big,19.93521954536927,19.93521954536927,0.0,0.47009170000092126,26
40,time,36,6,pso,19.93521954536927,19.93521954536927,0.0,0.08892210000340128,26
40,time,36,6,ga,19.93521954536927,19.93521954536927,0.0,0.31991779999952996,26
40,time,37,5,dijkstra,13.088704607225264,13.088704607225264,0.0,0.00016209999739658087,0
40,time,37,5,qpso,13.088704607225264,13.088704607225264,0.0,0.08360689999972237,18
40,time,37,5,qpso cold,13.088704607225264,13.088704607225264,0.0,0.11469030000444036,18
40,time,37,5,qpso big,13.088704607225264,13.088704607225264,0.0,0.3518798999939463,18
40,time,37,5,pso,13.088704607225264,13.088704607225264,0.0,0.08581350000167731,18
40,time,37,5,ga,13.088704607225264,13.088704607225264,0.0,0.32724099999904865,18
40,time,38,10,dijkstra,23.463666146691182,23.463666146691182,0.0,0.0002199000009568408,0
40,time,38,10,qpso,23.625770969098504,23.463666146691182,0.6908759330015521,0.13634040000033565,39
40,time,38,10,qpso cold,23.625770969098504,23.463666146691182,0.6908759330015521,0.13757159999659052,39
40,time,38,10,qpso big,23.625770969098504,23.463666146691182,0.6908759330015521,0.5771447000006447,39
40,time,38,10,pso,23.625770969098504,23.463666146691182,0.6908759330015521,0.11010400000668596,39
40,time,38,10,ga,23.625770969098504,23.463666146691182,0.6908759330015521,0.40765519999695243,39
40,time,39,8,dijkstra,19.24194632670773,19.24194632670773,0.0,0.00016909999976633117,0
40,time,39,8,qpso,20.406217570635192,19.24194632670773,6.050693750826337,0.1349913000012748,26
40,time,39,8,qpso cold,19.24194632670773,19.24194632670773,0.0,0.1389567000005627,26
40,time,39,8,qpso big,19.24194632670773,19.24194632670773,0.0,0.6066981999974814,26
40,time,39,8,pso,20.406217570635192,19.24194632670773,6.050693750826337,0.08846300000004703,26
40,time,39,8,ga,21.136244947783503,19.24194632670773,9.844631041541238,0.33211999999912223,26
40,time,40,5,dijkstra,12.036162062138997,12.036162062138997,0.0,0.0001731000011204742,0
40,time,40,5,qpso,12.036162062138997,12.036162062138997,0.0,0.07960579999780748,18
40,time,40,5,qpso cold,12.036162062138997,12.036162062138997,0.0,0.07324789999984205,18
40,time,40,5,qpso big,12.036162062138997,12.036162062138997,0.0,0.39514940000663046,18
40,time,40,5,pso,12.036162062138997,12.036162062138997,0.0,0.06592340000497643,18
40,time,40,5,ga,12.036162062138997,12.036162062138997,0.0,0.31863529999827733,18
40,time,41,9,dijkstra,22.692486973163167,22.692486973163167,0.0,0.0001838000025600195,0
40,time,41,9,qpso,22.692486973163167,22.692486973163167,0.0,0.14837110000371467,40
40,time,41,9,qpso cold,22.692486973163167,22.692486973163167,0.0,0.19839240000146674,40
40,time,41,9,qpso big,22.692486973163167,22.692486973163167,0.0,0.746910800000478,40
40,time,41,9,pso,22.692486973163167,22.692486973163167,0.0,0.12817669999640202,40
40,time,41,9,ga,22.692486973163167,22.692486973163167,0.0,0.3948787000044831,40
40,time,42,5,dijkstra,11.190283818029412,11.190283818029412,0.0,0.00015390000044135377,0
40,time,42,5,qpso,11.190283818029412,11.190283818029412,0.0,0.08180509999510832,21
40,time,42,5,qpso cold,11.190283818029412,11.190283818029412,0.0,0.09050009999918984,21
40,time,42,5,qpso big,11.190283818029412,11.190283818029412,0.0,0.37937609999789856,21
40,time,42,5,pso,11.190283818029412,11.190283818029412,0.0,0.0711682999972254,21
40,time,42,5,ga,11.190283818029412,11.190283818029412,0.0,0.29563569999299943,21
40,time,43,7,dijkstra,18.323905443359262,18.323905443359262,0.0,0.00017320000188192353,0
40,time,43,7,qpso,18.323905443359262,18.323905443359262,0.0,0.14506970000365982,24
40,time,43,7,qpso cold,18.323905443359262,18.323905443359262,0.0,0.13780360000237124,24
40,time,43,7,qpso big,18.323905443359262,18.323905443359262,0.0,0.49639790000219364,24
40,time,43,7,pso,18.323905443359262,18.323905443359262,0.0,0.1886039000019082,24
40,time,43,7,ga,18.323905443359262,18.323905443359262,0.0,0.3490367000049446,24
40,time,44,9,dijkstra,20.583423420400496,20.583423420400496,0.0,0.00011479999375296757,0
40,time,44,9,qpso,20.583423420400496,20.583423420400496,0.0,0.11180659999808995,18
40,time,44,9,qpso cold,20.583423420400496,20.583423420400496,0.0,0.11838490000081947,18
40,time,44,9,qpso big,20.583423420400496,20.583423420400496,0.0,0.6193347000007634,18
40,time,44,9,pso,21.815956310923752,20.583423420400496,5.987987835403885,0.10011460000532679,18
40,time,44,9,ga,20.583423420400496,20.583423420400496,0.0,0.3696129000018118,18
40,time,45,9,dijkstra,22.177330041396072,22.177330041396072,0.0,0.00020049999875482172,0
40,time,45,9,qpso,22.177330041396072,22.177330041396072,0.0,0.14472229999955744,39
