n_stops,instance_seed,algo_seed,algorithm,raw_cost,polished_cost,raw_runtime_sec,iterations_to_match_pso_final
20,300,1,QPSO,489.09903648160315,408.62168086730935,0.37640149999788264,140
20,300,1,PSO,614.4140395330744,413.3148026570122,0.28066989999933867,
20,301,1,QPSO,473.27907762944676,457.48455894663107,0.2902803999968455,56
20,301,1,PSO,648.0117256850789,458.5965650754411,0.23105329999816604,
20,302,1,QPSO,735.8550028461184,564.4714892106387,0.2750931999980821,89
20,302,1,PSO,831.0639127202144,543.3479456767064,0.2302778999946895,
20,303,1,QPSO,580.2752453016759,580.2752453016759,0.2918830999988131,217
20,303,1,PSO,620.882112358485,484.1082882733731,0.23342069999489468,
20,304,1,QPSO,586.2500005775415,586.2500005775415,0.2667641000007279,28
20,304,1,PSO,884.9220222286656,581.968057923867,0.23036200000206009,
20,305,1,QPSO,529.8620437759081,529.8620437759081,0.2781819000010728,171
20,305,1,PSO,688.2166907130974,671.9307820688057,0.2634336999981315,
20,306,1,QPSO,635.1075656908139,489.1806851748482,0.2798153999974602,
20,306,1,PSO,547.5834363042259,465.00484947015497,0.240885299994261,
20,307,1,QPSO,604.8529325148199,604.8529325148199,0.2991522000011173,172
20,307,1,PSO,747.7773272846707,578.2843751978116,0.24476780000259168,
20,308,1,QPSO,457.0537562126628,457.0537562126628,0.29127880000305595,187
20,308,1,PSO,470.16545127428185,470.16545127428185,0.3046937999970396,
20,309,1,QPSO,567.5186937252159,567.5186937252159,0.2793022999976529,57
20,309,1,PSO,703.5933145621157,552.8933799194848,0.2648834000065108,
20,310,1,QPSO,574.4654968312103,574.4654968312103,0.32451009999931557,256
20,310,1,PSO,595.1311592774165,458.2781724640876,0.2821581999960472,
20,311,1,QPSO,652.0245920794611,540.7864608059767,0.32972979999613017,
20,311,1,PSO,646.8758021014128,553.4445650966202,0.30954750000091735,
20,312,1,QPSO,662.335916710627,654.3904585494138,0.3452529999995022,127
20,312,1,PSO,770.0562016592721,687.9251602004003,0.24318410000705626,
20,313,1,QPSO,619.5332365304074,619.5332365304074,0.29469970000354806,52
20,313,1,PSO,831.1068457568321,556.4559647631578,0.30825090000143973,
20,314,1,QPSO,488.6268217698543,418.1257800418918,0.34543610000400804,182
20,314,1,PSO,504.5305076867707,436.39498755619906,0.264248100000259,
20,315,1,QPSO,512.8268693556832,450.4363920847715,0.31081039999844506,162
20,315,1,PSO,574.8132911076129,542.8201638655333,0.2750878999941051,
20,316,1,QPSO,570.2160667781641,570.2160667781641,0.31243170000379905,188
20,316,1,PSO,680.2317306647719,505.05597332219054,0.2709525999962352,
20,317,1,QPSO,638.0174044503436,638.0174044503436,0.3187218000020948,116
20,317,1,PSO,774.5114555526782,631.1588963627813,0.27467159999650903,
20,318,1,QPSO,507.93833901399546,480.22375484654094,0.284719800001767,46
20,318,1,PSO,851.5985655637526,481.91177964767775,0.25177830000029644,
20,319,1,QPSO,474.46812513872607,474.46812513872607,0.32123850000061793,89
20,319,1,PSO,577.750174733758,557.107325325964,0.25445969999418594,
20,320,1,QPSO,410.51660485702536,410.51660485702536,0.31179680000059307,102
20,320,1,PSO,508.7903508247683,380.66663748037166,0.2891280999974697,
20,321,1,QPSO,605.9896727109643,443.3395184980084,0.3085734999986016,141
20,321,1,PSO,804.8057159176219,506.2765216832768,0.24441969999315916,
20,322,1,QPSO,625.8097564288139,575.993938463034,0.2859466000008979,81
20,322,1,PSO,749.8702242956414,585.5693348294598,0.2562261999992188,
20,323,1,QPSO,516.4805072169333,516.4805072169333,0.2785149999981513,145
20,323,1,PSO,724.1345448672455,516.4988479297189,0.24361409999983152,
20,324,1,QPSO,580.9384825052861,579.147944529844,0.3314570000002277,33
20,324,1,PSO,1028.1590852166016,569.4722611316006,0.27219039999909,
20,325,1,QPSO,557.5394965052715,557.5394965052715,0.3076532000050065,51
20,325,1,PSO,781.2906910525129,612.6903460615836,0.26291150000179186,
20,326,1,QPSO,497.98687151206485,497.98687151206485,0.32925930000055814,54
20,326,1,PSO,607.251658449512,530.7075016174214,0.27749190000031376,
20,327,1,QPSO,478.79877134424714,478.79877134424714,0.30986729999858653,97
20,327,1,PSO,657.5279754908366,510.21620152602554,0.2678735000008601,
20,328,1,QPSO,563.3785205842228,558.8077822386275,0.31965069999569096,246
20,328,1,PSO,598.8249546790054,592.2479420423402,0.2897932999985642,
20,329,1,QPSO,613.8392446158052,568.7744225246272,0.3535531999950763,88
20,329,1,PSO,664.139682875672,583.903945964793,0.2814908000000287,
